Freq.,Vfeeb/Vvinm
1.04592369046317e+002,1.13670531306693e+002,6.73829248496770e+000
1.04712854805090e+002,1.13650806798759e+002,6.73072800717229e+000
1.04833479358100e+002,1.13631081663128e+002,6.72317163421113e+000
1.04954242865233e+002,1.13611355893210e+002,6.71562335293098e+000
1.05075145486555e+002,1.13591629498986e+002,6.70808316453539e+000
1.05196187382323e+002,1.13571902476788e+002,6.70055105815110e+000
1.05317368712972e+002,1.13552174829149e+002,6.69302702459171e+000
1.05438689639126e+002,1.13532446554447e+002,6.68551105636724e+000
1.05560150321593e+002,1.13512717654416e+002,6.67800314621455e+000
1.05681750921366e+002,1.13492988136371e+002,6.67050329353389e+000
1.05803491599623e+002,1.13473258002023e+002,6.66301148790944e+000
1.05925372517729e+002,1.13453527241984e+002,6.65552771315728e+000
1.06047393837234e+002,1.13433795864948e+002,6.64805196999252e+000
1.06169555719873e+002,1.13414063871245e+002,6.64058425308488e+000
1.06291858327569e+002,1.13394331267437e+002,6.63312455343560e+000
1.06414301822432e+002,1.13374598045731e+002,6.62567286149187e+000
1.06536886366757e+002,1.13354864209560e+002,6.61822916766124e+000
1.06659612123026e+002,1.13335129767675e+002,6.61079347344827e+000
1.06782479253910e+002,1.13315394710289e+002,6.60336576253986e+000
1.06905487922266e+002,1.13295659047657e+002,6.59594603384039e+000
1.07028638291139e+002,1.13275922779504e+002,6.58853427808246e+000
1.07151930523761e+002,1.13256185899957e+002,6.58113048349322e+000
1.07275364783553e+002,1.13236448417404e+002,6.57373464997532e+000
1.07398941234125e+002,1.13216710332843e+002,6.56634676658252e+000
1.07522660039273e+002,1.13196971647217e+002,6.55896682932427e+000
1.07646521362984e+002,1.13177232355236e+002,6.55159482409918e+000
1.07770525369433e+002,1.13157492470682e+002,6.54423075090798e+000
1.07894672222983e+002,1.13137751982153e+002,6.53687459984415e+000
1.08018962088190e+002,1.13118010898694e+002,6.52952636006943e+000
1.08143395129794e+002,1.13098269224427e+002,6.52218603235114e+000
1.08267971512730e+002,1.13078526950173e+002,6.51485360212134e+000
1.08392691402121e+002,1.13058784087392e+002,6.50752906828788e+000
1.08517554963279e+002,1.13039040626234e+002,6.50021241524718e+000
1.08642562361707e+002,1.13019296576939e+002,6.49290364205183e+000
1.08767713763100e+002,1.12999551939457e+002,6.48560274302936e+000
1.08893009333344e+002,1.12979806712452e+002,6.47830970496769e+000
1.09018449238513e+002,1.12960060901044e+002,6.47102452709163e+000
1.09144033644876e+002,1.12940314501204e+002,6.46374719488174e+000
1.09269762718892e+002,1.12920567517914e+002,6.45647770601976e+000
1.09395636627210e+002,1.12900819954386e+002,6.44921605635410e+000
1.09521655536674e+002,1.12881071808377e+002,6.44196223215418e+000
1.09647819614319e+002,1.12861323078534e+002,6.43471622738315e+000
1.09774129027372e+002,1.12841573774446e+002,6.42747804038966e+000
1.09900583943253e+002,1.12821823886333e+002,6.42024765454678e+000
1.10027184529574e+002,1.12802073422355e+002,6.41302506836170e+000
1.10153930954142e+002,1.12782322389048e+002,6.40581028003769e+000
1.10280823384956e+002,1.12762570771895e+002,6.39860326817857e+000
1.10407861990208e+002,1.12742818587145e+002,6.39140404093356e+000
1.10535046938285e+002,1.12723065830974e+002,6.38421258283116e+000
1.10662378397767e+002,1.12703312502767e+002,6.37702888518899e+000
1.10789856537430e+002,1.12683558607379e+002,6.36985294717624e+000
1.10917481526241e+002,1.12663804139157e+002,6.36268475562272e+000
1.11045253533365e+002,1.12644049104643e+002,6.35552430514259e+000
1.11173172728160e+002,1.12624293506581e+002,6.34837159298050e+000
1.11301239280180e+002,1.12604537345697e+002,6.34122660798522e+000
1.11429453359174e+002,1.12584780617469e+002,6.33408933806640e+000
1.11557815135086e+002,1.12565023331538e+002,6.32695978672604e+000
1.11686324778057e+002,1.12545265481680e+002,6.31983793969496e+000
1.11814982458423e+002,1.12525507070863e+002,6.31272379110438e+000
1.11943788346716e+002,1.12505748101569e+002,6.30561733349415e+000
1.12072742613665e+002,1.12485988579674e+002,6.29851856318137e+000
1.12201845430197e+002,1.12466228495041e+002,6.29142746564399e+000
1.12331096967433e+002,1.12446467859594e+002,6.28434404137915e+000
1.12460497396693e+002,1.12426706668830e+002,6.27726828086075e+000
1.12590046889495e+002,1.12406944925648e+002,6.27020017495512e+000
1.12719745617552e+002,1.12387182632069e+002,6.26313971752370e+000
1.12849593752777e+002,1.12367419785026e+002,6.25608690147407e+000
1.12979591467281e+002,1.12347656393089e+002,6.24904172067174e+000
1.13109738933371e+002,1.12327892450111e+002,6.24200416705352e+000
1.13240036323557e+002,1.12308127961621e+002,6.23497423336870e+000
1.13370483810542e+002,1.12288362927741e+002,6.22795191434759e+000
1.13501081567232e+002,1.12268597352271e+002,6.22093720332564e+000
1.13631829766732e+002,1.12248831230184e+002,6.21393008675008e+000
1.13762728582344e+002,1.12229064565970e+002,6.20693056330450e+000
1.13893778187572e+002,1.12209297361199e+002,6.19993862387244e+000
1.14024978756118e+002,1.12189529616434e+002,6.19295426227032e+000
1.14156330461885e+002,1.12169761331221e+002,6.18597747055563e+000
1.14287833478978e+002,1.12149992512532e+002,6.17900824480893e+000
1.14419487981699e+002,1.12130223157630e+002,6.17204657398622e+000
1.14551294144554e+002,1.12110453266193e+002,6.16509245203742e+000
1.14683252142249e+002,1.12090682840050e+002,6.15814587155361e+000
1.14815362149689e+002,1.12070911880885e+002,6.15120682572553e+000
1.14947624341984e+002,1.12051140386315e+002,6.14427530566962e+000
1.15080038894444e+002,1.12031368366969e+002,6.13735131130791e+000
1.15212605982582e+002,1.12011595818722e+002,6.13043482846626e+000
1.15345325782110e+002,1.11991822743901e+002,6.12352585719672e+000
1.15478198468947e+002,1.11972049135746e+002,6.11662437785173e+000
1.15611224219211e+002,1.11952275005044e+002,6.10973039426696e+000
1.15744403209225e+002,1.11932500344868e+002,6.10284389306241e+000
1.15877735615514e+002,1.11912725164253e+002,6.09596487262930e+000
1.16011221614806e+002,1.11892949462994e+002,6.08909332567913e+000
1.16144861384035e+002,1.11873173239636e+002,6.08222924150001e+000
1.16278655100336e+002,1.11853396493720e+002,6.07537261290265e+000
1.16412602941050e+002,1.11833619228037e+002,6.06852343353245e+000
1.16546705083721e+002,1.11813841447820e+002,6.06168170123155e+000
1.16680961706097e+002,1.11794063147926e+002,6.05484740069507e+000
1.16815372986133e+002,1.11774284332383e+002,6.04802053259385e+000
1.16949939101988e+002,1.11754505001402e+002,6.04120108576916e+000
1.17084660232025e+002,1.11734725155583e+002,6.03438905115352e+000
1.17219536554814e+002,1.11714944799841e+002,6.02758442563340e+000
1.17354568249130e+002,1.11695163929973e+002,6.02078720176629e+000
1.17489755493954e+002,1.11675382551243e+002,6.01399737063952e+000
1.17625098468473e+002,1.11655600663741e+002,6.00721492767972e+000
1.17760597352082e+002,1.11635818266970e+002,6.00043986408799e+000
1.17896252324380e+002,1.11616035361897e+002,5.99367217143587e+000
1.18032063565174e+002,1.11596251950253e+002,5.98691184431839e+000
1.18168031254479e+002,1.11576468035541e+002,5.98015887792980e+000
1.18304155572518e+002,1.11556683617977e+002,5.97341326412667e+000
1.18440436699718e+002,1.11536898696077e+002,5.96667499283190e+000
1.18576874816717e+002,1.11517113273659e+002,5.95994406223454e+000
1.18713470104361e+002,1.11497327345513e+002,5.95322045666336e+000
1.18850222743703e+002,1.11477540923514e+002,5.94650417963156e+000
1.18987132916005e+002,1.11457754000537e+002,5.93979521837313e+000
1.19124200802739e+002,1.11437966578876e+002,5.93309356475644e+000
1.19261426585583e+002,1.11418178660528e+002,5.92639921433334e+000
1.19398810446429e+002,1.11398390246909e+002,5.91971216063357e+000
1.19536352567373e+002,1.11378601341397e+002,5.91303239501112e+000
1.19674053130726e+002,1.11358811940371e+002,5.90635991008140e+000
1.19811912319005e+002,1.11339022048690e+002,5.89969470142160e+000
1.19949930314939e+002,1.11319231662990e+002,5.89303675858001e+000
1.20088107301468e+002,1.11299440790945e+002,5.88638607891582e+000
1.20226443461743e+002,1.11279649426239e+002,5.87974265371080e+000
1.20364938979123e+002,1.11259857576648e+002,5.87310647499391e+000
1.20503594037181e+002,1.11240065242367e+002,5.86647753725783e+000
1.20642408819701e+002,1.11220272415405e+002,5.85985582847997e+000
1.20781383510679e+002,1.11200479104162e+002,5.85324134601811e+000
1.20920518294322e+002,1.11180685312781e+002,5.84663408795263e+000
1.21059813355050e+002,1.11160891036898e+002,5.84003403828364e+000
1.21199268877494e+002,1.11141096278328e+002,5.83344119224664e+000
1.21338885046499e+002,1.11121301040959e+002,5.82685554934812e+000
1.21478662047124e+002,1.11101505324155e+002,5.82027709493521e+000
1.21618600064638e+002,1.11081709126323e+002,5.81370582394160e+000
1.21758699284527e+002,1.11061912450722e+002,5.80714173213419e+000
1.21898959892488e+002,1.11042115298473e+002,5.80058481090261e+000
1.22039382074433e+002,1.11022317670257e+002,5.79403505075556e+000
1.22179966016489e+002,1.11002519569413e+002,5.78749245114186e+000
1.22320711904995e+002,1.10982720991624e+002,5.78095699859255e+000
1.22461619926506e+002,1.10962921945294e+002,5.77442869129441e+000
1.22602690267794e+002,1.10943122426519e+002,5.76790751920367e+000
1.22743923115842e+002,1.10923322436035e+002,5.76139347618978e+000
1.22885318657852e+002,1.10903521974773e+002,5.75488655537136e+000
1.23026877081240e+002,1.10883721045741e+002,5.74838674990064e+000
1.23168598573637e+002,1.10863919648064e+002,5.74189405122051e+000
1.23310483322892e+002,1.10844117785940e+002,5.73540845766927e+000
1.23452531517070e+002,1.10824315457586e+002,5.72892995652698e+000
1.23594743344452e+002,1.10804512663256e+002,5.72245854257423e+000
1.23737118993537e+002,1.10784709405591e+002,5.71599421211804e+000
1.23879658653038e+002,1.10764905684433e+002,5.70953695270084e+000
1.24022362511890e+002,1.10745101504122e+002,5.70308676307840e+000
1.24165230759243e+002,1.10725296862266e+002,5.69664363497929e+000
1.24308263584464e+002,1.10705491758715e+002,5.69020755765525e+000
1.24451461177140e+002,1.10685686197824e+002,5.68377852629898e+000
1.24594823727076e+002,1.10665880180676e+002,5.67735653817106e+000
1.24738351424296e+002,1.10646073705089e+002,5.67094158018587e+000
1.24882044459041e+002,1.10626266773016e+002,5.66453364983864e+000
1.25025903021774e+002,1.10606459386954e+002,5.65813273713004e+000
1.25169927303174e+002,1.10586651546432e+002,5.65173883868430e+000
1.25314117494143e+002,1.10566843252870e+002,5.64535194412448e+000
1.25458473785801e+002,1.10547034507706e+002,5.63897205046347e+000
1.25602996369489e+002,1.10527225312628e+002,5.63259914874710e+000
1.25747685436768e+002,1.10507415666011e+002,5.62623323157465e+000
1.25892541179418e+002,1.10487605570155e+002,5.61987429108950e+000
1.26037563789444e+002,1.10467795026749e+002,5.61352232393466e+000
1.26182753459069e+002,1.10447984036447e+002,5.60717732307597e+000
1.26328110380737e+002,1.10428172600045e+002,5.60083927579001e+000
1.26473634747117e+002,1.10408360717670e+002,5.59450818312332e+000
1.26619326751096e+002,1.10388548390592e+002,5.58818403295001e+000
1.26765186585786e+002,1.10368735622110e+002,5.58186682238834e+000
1.26911214444521e+002,1.10348922408350e+002,5.57555653997454e+000
1.27057410520856e+002,1.10329108755682e+002,5.56925318443250e+000
1.27203775008571e+002,1.10309294660808e+002,5.56295674422599e+000
1.27350308101668e+002,1.10289480126930e+002,5.55666721489841e+000
1.27497009994373e+002,1.10269665152214e+002,5.55038458808413e+000
1.27643880881136e+002,1.10249849741093e+002,5.54410885678347e+000
1.27790920956630e+002,1.10230033895399e+002,5.53784002124062e+000
1.27938130415754e+002,1.10210217612658e+002,5.53157806591023e+000
1.28085509453630e+002,1.10190400893692e+002,5.52532298725929e+000
1.28233058265604e+002,1.10170583740149e+002,5.51907477587057e+000
1.28380777047249e+002,1.10150766157423e+002,5.51283343277213e+000
1.28528665994363e+002,1.10130948138485e+002,5.50659894326547e+000
1.28676725302969e+002,1.10111129687969e+002,5.50037130170936e+000
1.28824955169315e+002,1.10091310809356e+002,5.49415050538292e+000
1.28973355789877e+002,1.10071491500748e+002,5.48793654377374e+000
1.29121927361355e+002,1.10051671763573e+002,5.48172941221447e+000
1.29270670080678e+002,1.10031851599409e+002,5.47552910555504e+000
1.29419584145000e+002,1.10012031005739e+002,5.46933561225481e+000
1.29568669751704e+002,1.09992209987098e+002,5.46314892827144e+000
1.29717927098397e+002,1.09972388545291e+002,5.45696904706871e+000
1.29867356382918e+002,1.09952566677880e+002,5.45079596288931e+000
1.30016957803331e+002,1.09932744390543e+002,5.44462966820252e+000
1.30166731557928e+002,1.09912921677317e+002,5.43847015354325e+000
1.30316677845232e+002,1.09893098544531e+002,5.43231741683877e+000
1.30466796863991e+002,1.09873274989578e+002,5.42617144825340e+000
1.30617088813186e+002,1.09853451017289e+002,5.42003224238038e+000
1.30767553892024e+002,1.09833626622145e+002,5.41389978974492e+000
1.30918192299943e+002,1.09813801816153e+002,5.40777409019706e+000
1.31069004236610e+002,1.09793976588714e+002,5.40165513064732e+000
1.31219989901922e+002,1.09774150943536e+002,5.39554290702622e+000
1.31371149496008e+002,1.09754324885954e+002,5.38943741222068e+000
1.31522483219226e+002,1.09734498413491e+002,5.38333863953898e+000
1.31673991272164e+002,1.09714671528597e+002,5.37724658424293e+000
1.31825673855643e+002,1.09694844229320e+002,5.37116123604290e+000
1.31977531170714e+002,1.09675016518327e+002,5.36508259009893e+000
1.32129563418659e+002,1.09655188400132e+002,5.35901064215348e+000
1.32281770800995e+002,1.09635359868126e+002,5.35294538142688e+000
1.32434153519468e+002,1.09615530930007e+002,5.34688680472393e+000
1.32586711776058e+002,1.09595701580687e+002,5.34083490319323e+000
1.32739445772976e+002,1.09575871824969e+002,5.33478966822618e+000
1.32892355712668e+002,1.09556041663975e+002,5.32875109899244e+000
1.33045441797811e+002,1.09536211097722e+002,5.32271918556842e+000
1.33198704231318e+002,1.09516380125203e+002,5.31669391929277e+000
1.33352143216334e+002,1.09496548749513e+002,5.31067529844112e+000
1.33505758956239e+002,1.09476716970693e+002,5.30466331269193e+000
1.33659551654646e+002,1.09456884789331e+002,5.29865795397271e+000
1.33813521515404e+002,1.09437052208397e+002,5.29265922180763e+000
1.33967668742596e+002,1.09417219225640e+002,5.28666710404410e+000
1.34121993540539e+002,1.09397385842111e+002,5.28068159749330e+000
1.34276496113788e+002,1.09377552061559e+002,5.27470269172406e+000
1.34431176667133e+002,1.09357717884037e+002,5.26873038491900e+000
1.34586035405597e+002,1.09337883305772e+002,5.26276466619578e+000
1.34741072534443e+002,1.09318048334313e+002,5.25680553246159e+000
1.34896288259167e+002,1.09298212966244e+002,5.25085297506616e+000
1.35051682785506e+002,1.09278377202158e+002,5.24490698675842e+000
1.35207256319430e+002,1.09258541047659e+002,5.23896756426656e+000
1.35363009067148e+002,1.09238704498182e+002,5.23303469634153e+000
1.35518941235106e+002,1.09218867559065e+002,5.22710838251418e+000
1.35675053029988e+002,1.09199030223449e+002,5.22118860865505e+000
1.35831344658718e+002,1.09179192501702e+002,5.21527537561682e+000
1.35987816328454e+002,1.09159354388638e+002,5.20936867160087e+000
1.36144468246597e+002,1.09139515887246e+002,5.20346849334756e+000
1.36301300620785e+002,1.09119676998727e+002,5.19757483176833e+000
1.36458313658895e+002,1.09099837721769e+002,5.19168768232159e+000
1.36615507569043e+002,1.09079998058512e+002,5.18580703740045e+000
1.36772882559587e+002,1.09060158008389e+002,5.17993288948753e+000
1.36930438839123e+002,1.09040317575920e+002,5.17406523654958e+000
1.37088176616488e+002,1.09020476757957e+002,5.16820406700256e+000
1.37246096100758e+002,1.09000635557502e+002,5.16234937621385e+000
1.37404197501254e+002,1.08980793975705e+002,5.15650115721178e+000
1.37562481027533e+002,1.08960952011219e+002,5.15065940504215e+000
1.37720946889397e+002,1.08941109665467e+002,5.14482411082538e+000
1.37879595296888e+002,1.08921266940446e+002,5.13899527096077e+000
1.38038426460291e+002,1.08901423836291e+002,5.13317287692839e+000
1.38197440590132e+002,1.08881580353057e+002,5.12735692243405e+000
1.38356637897180e+002,1.08861736495300e+002,5.12154740490237e+000
1.38516018592449e+002,1.08841892255963e+002,5.11574430834622e+000
1.38675582887191e+002,1.08822047642669e+002,5.10994763530045e+000
1.38835330992907e+002,1.08802202656622e+002,5.10415737729636e+000
1.38995263121338e+002,1.08782357294112e+002,5.09837352436578e+000
1.39155379484470e+002,1.08762511557047e+002,5.09259607423013e+000
1.39315680294533e+002,1.08742665447830e+002,5.08682501674096e+000
1.39476165764002e+002,1.08722818967333e+002,5.08106035033669e+000
1.39636836105596e+002,1.08702972117282e+002,5.07530206487176e+000
1.39797691532280e+002,1.08683124893704e+002,5.06955015388553e+000
1.39958732257264e+002,1.08663277301457e+002,5.06380461191085e+000
1.40119958494003e+002,1.08643429341024e+002,5.05806543286753e+000
1.40281370456198e+002,1.08623581011777e+002,5.05233260911001e+000
1.40442968357797e+002,1.08603732314000e+002,5.04660613553530e+000
1.40604752412994e+002,1.08583883253805e+002,5.04088600645342e+000
1.40766722836229e+002,1.08564033823018e+002,5.03517221286388e+000
1.40928879842190e+002,1.08544184029598e+002,5.02946475037031e+000
1.41091223645812e+002,1.08524333870633e+002,5.02376361094379e+000
1.41253754462278e+002,1.08504483348330e+002,5.01806878866703e+000
1.41416472507018e+002,1.08484632464239e+002,5.01238027834223e+000
1.41579377995711e+002,1.08464781216071e+002,5.00669807283928e+000
1.41742471144283e+002,1.08444929609013e+002,5.00102216563606e+000
1.41905752168912e+002,1.08425077639286e+002,4.99535255088214e+000
1.42069221286021e+002,1.08405225313114e+002,4.98968922251113e+000
1.42232878712285e+002,1.08385372623503e+002,4.98403217253302e+000
1.42396724664627e+002,1.08365519577479e+002,4.97838139702346e+000
1.42560759360221e+002,1.08345666173989e+002,4.97273688539855e+000
1.42724983016492e+002,1.08325812414165e+002,4.96709863605024e+000
1.42889395851113e+002,1.08305958298420e+002,4.96146664063753e+000
1.43053998082009e+002,1.08286103826147e+002,4.95584089252187e+000
1.43218789927357e+002,1.08266249001461e+002,4.95022138593600e+000
1.43383771605584e+002,1.08246393821244e+002,4.94460811271763e+000
1.43548943335368e+002,1.08226538289344e+002,4.93900107146853e+000
1.43714305335642e+002,1.08206682404616e+002,4.93340025015175e+000
1.43879857825587e+002,1.08186826166454e+002,4.92780564355594e+000
1.44045601024640e+002,1.08166969579951e+002,4.92221724924373e+000
1.44211535152490e+002,1.08147112641094e+002,4.91663505773404e+000
1.44377660429076e+002,1.08127255353050e+002,4.91105906049424e+000
1.44543977074595e+002,1.08107397717951e+002,4.90548925713716e+000
1.44710485309496e+002,1.08087539733890e+002,4.89992563648253e+000
1.44877185354479e+002,1.08067681403789e+002,4.89436819407627e+000
1.45044077430502e+002,1.08047822724804e+002,4.88881692472229e+000
1.45211161758777e+002,1.08027963701973e+002,4.88327182082416e+000
1.45378438560769e+002,1.08008104333715e+002,4.87773287589424e+000
1.45545908058199e+002,1.07988244620015e+002,4.87220008266010e+000
1.45713570473045e+002,1.07968384563964e+002,4.86667343660218e+000
1.45881426027538e+002,1.07948524165190e+002,4.86115293298689e+000
1.46049474944166e+002,1.07928663424384e+002,4.85563856134394e+000
1.46217717445675e+002,1.07908802339860e+002,4.85013031945264e+000
1.46386153755065e+002,1.07888940915241e+002,4.84462819763096e+000
1.46554784095594e+002,1.07869079150669e+002,4.83913219090079e+000
1.46723608690778e+002,1.07849217047251e+002,4.83364229476328e+000
1.46892627764390e+002,1.07829354604665e+002,4.82815850163250e+000
1.47061841540459e+002,1.07809491824925e+002,4.82268080485371e+000
1.47231250243275e+002,1.07789628707503e+002,4.81720919638657e+000
1.47400854097384e+002,1.07769765252076e+002,4.81174367507987e+000
1.47570653327592e+002,1.07749901461775e+002,4.80628423049000e+000
1.47740648158964e+002,1.07730037336811e+002,4.80083085776688e+000
1.47910838816824e+002,1.07710172877839e+002,4.79538355113095e+000
1.48081225526754e+002,1.07690308083383e+002,4.78994230352849e+000
1.48251808514598e+002,1.07670442957299e+002,4.78450710945230e+000
1.48422588006460e+002,1.07650577496750e+002,4.77907796178004e+000
1.48593564228704e+002,1.07630711706053e+002,4.77365485516356e+000
1.48764737407953e+002,1.07610845585541e+002,4.76823778390551e+000
1.48936107771095e+002,1.07590979131847e+002,4.76282674131083e+000
1.49107675545275e+002,1.07571112348849e+002,4.75742171965228e+000
1.49279440957903e+002,1.07551245238297e+002,4.75202271475125e+000
1.49451404236649e+002,1.07531377797414e+002,4.74662972015079e+000
1.49623565609446e+002,1.07511510031292e+002,4.74124272923712e+000
1.49795925304491e+002,1.07491641936907e+002,4.73586173549103e+000
1.49968483550241e+002,1.07471773516686e+002,4.73048673416343e+000
1.50141240575417e+002,1.07451904771178e+002,4.72511771635165e+000
1.50314196609005e+002,1.07432035699432e+002,4.71975467826035e+000
1.50487351880255e+002,1.07412166302376e+002,4.71439761386133e+000
1.50660706618677e+002,1.07392296582700e+002,4.70904651520013e+000
1.50834261054051e+002,1.07372426541210e+002,4.70370137928541e+000
1.51008015416418e+002,1.07352556177568e+002,4.69836219587461e+000
1.51181969936085e+002,1.07332685489803e+002,4.69302896130231e+000
1.51356124843624e+002,1.07312814484574e+002,4.68770167150979e+000
1.51530480369873e+002,1.07292943153761e+002,4.68238031371358e+000
1.51705036745937e+002,1.07273071507348e+002,4.67706488859755e+000
1.51879794203185e+002,1.07253199541242e+002,4.67175538838823e+000
1.52054752973253e+002,1.07233327256937e+002,4.66645180498950e+000
1.52229913288045e+002,1.07213454654336e+002,4.66115413341844e+000
1.52405275379732e+002,1.07193581733757e+002,4.65586236782647e+000
1.52580839480752e+002,1.07173708499245e+002,4.65057650228657e+000
1.52756605823811e+002,1.07153834947183e+002,4.64529653062402e+000
1.52932574641881e+002,1.07133961078675e+002,4.64002244517863e+000
1.53108746168206e+002,1.07114086898650e+002,4.63475424299279e+000
1.53285120636297e+002,1.07094212404019e+002,4.62949191448689e+000
1.53461698279933e+002,1.07074337594604e+002,4.62423545407360e+000
1.53638479333163e+002,1.07054462473748e+002,4.61898486026807e+000
1.53815464030307e+002,1.07034587040927e+002,4.61374012093658e+000
1.53992652605953e+002,1.07014711297434e+002,4.60850123497403e+000
1.54170045294959e+002,1.06994835241563e+002,4.60326819402433e+000
1.54347642332457e+002,1.06974958876860e+002,4.59804099077098e+000
1.54525443953845e+002,1.06955082201718e+002,4.59281962070049e+000
1.54703450394796e+002,1.06935205220113e+002,4.58760407809453e+000
1.54881661891252e+002,1.06915327927207e+002,4.58239435696387e+000
1.55060078679428e+002,1.06895450329822e+002,4.57719045015495e+000
1.55238700995812e+002,1.06875572423936e+002,4.57199235252752e+000
1.55417529077162e+002,1.06855694211546e+002,4.56680005783677e+000
1.55596563160511e+002,1.06835815693925e+002,4.56161355942725e+000
1.55775803483164e+002,1.06815936873495e+002,4.55643285374639e+000
1.55955250282699e+002,1.06796057745553e+002,4.55125793185564e+000
1.56134903796969e+002,1.06776178315295e+002,4.54608878853960e+000
1.56314764264099e+002,1.06756298580981e+002,4.54092541873096e+000
1.56494831922491e+002,1.06736418544678e+002,4.53576781583054e+000
1.56675107010819e+002,1.06716538206526e+002,4.53061597374338e+000
1.56855589768033e+002,1.06696657567760e+002,4.52546988888337e+000
1.57036280433359e+002,1.06676776627908e+002,4.52032955051795e+000
1.57217179246298e+002,1.06656895386685e+002,4.51519495570594e+000
1.57398286446626e+002,1.06637013846652e+002,4.51006609817913e+000
1.57579602274396e+002,1.06617132008219e+002,4.50494297165473e+000
1.57761126969939e+002,1.06597249870681e+002,4.49982557164269e+000
1.57942860773859e+002,1.06577367435624e+002,4.49471388904707e+000
1.58124803927042e+002,1.06557484705941e+002,4.48960792149163e+000
1.58306956670648e+002,1.06537601678534e+002,4.48450766243774e+000
1.58489319246115e+002,1.06517718353108e+002,4.47941310145705e+000
1.58671891895161e+002,1.06497834736196e+002,4.47432424026711e+000
1.58854674859782e+002,1.06477950820537e+002,4.46924106631396e+000
1.59037668382250e+002,1.06458066612399e+002,4.46416357567518e+000
1.59220872705121e+002,1.06438182111239e+002,4.45909176387311e+000
1.59404288071226e+002,1.06418297316434e+002,4.45402562375922e+000
1.59587914723677e+002,1.06398412231312e+002,4.44896515126002e+000
1.59771752905868e+002,1.06378526853098e+002,4.44391033615228e+000
1.59955802861471e+002,1.06358641183684e+002,4.43886117799406e+000
1.60140064834439e+002,1.06338755223391e+002,4.43381766703747e+000
1.60324539069008e+002,1.06318868973264e+002,4.42877979727848e+000
1.60509225809693e+002,1.06298982434048e+002,4.42374756549651e+000
1.60694125301292e+002,1.06279095606139e+002,4.41872096546368e+000
1.60879237788884e+002,1.06259208490120e+002,4.41369998904324e+000
1.61064563517831e+002,1.06239321085812e+002,4.40868463189931e+000
1.61250102733778e+002,1.06219433394528e+002,4.40367488743570e+000
1.61435855682653e+002,1.06199545417281e+002,4.39867074988217e+000
1.61621822610665e+002,1.06179657153974e+002,4.39367221541512e+000
1.61808003764311e+002,1.06159768606455e+002,4.38867927600141e+000
1.61994399390367e+002,1.06139879773498e+002,4.38369192658042e+000
1.62181009735897e+002,1.06119990655667e+002,4.37871016202301e+000
1.62367835048248e+002,1.06100101255002e+002,4.37373397428928e+000
1.62554875575053e+002,1.06080211570697e+002,4.36876335862196e+000
